"Var1","Relation","Var2","Cor","Topic","Stage","Type","Confirmed","Notes","bibref"
"interdiction 1: prohibition of an act",">>","interdiction 2: disagreement with prohibition","none","Suggestion","preadaptation","hypothesis","no","Porshnev 2006: 579: “Interdiction I is a general controller [lit. a brake – TN]—that is, a single signal that inhibits any behavior in another individual (or rather, in other individuals), except for the imitation of this signal (this signal is not necessarily audible, but, more likely, it is a movement of a hand). Interdiction II then is a signal that inhibits this general controller (“interdiction I”), transposing the act of imitation on itself—i.e., provoking the activity that inhibits ‘Interdiction I’ [lit. serves as an inhibitory dominant for the action ‘interdiction I’– TN]. However, this act cannot be thought of as simply a movement in a circle, or as a repetition of the initial pattern. This is a spiral that allows for reaching a new level. Thus, it is plausible that this new signal was polymorphic: although it was a sound, it was not a differentiated sound, but rather a [spontaneous – TN] directed sound in general. The directedness of this sound lay in the fact that it was effective only if someone carried out ‘interdiction I’. In other words, we hypothesize that ‘interdiction II’ was a kind of sound production—primitive from a physiological perspective and fuzzy [lit. diffused – TN] from a linguistic perspective.”  Original quote in Russian: “Интердикция I: генерализованный тормоз, т. е. некий единственный сигнал (не обязательно думать, что он звуковой: вероятнее, что это движение руки), тормозящий у другой особи, вернее, у других особей, любое иное поведение, кроме имитации этого сигнала. Интердикция II: некий сигнал, специально тормозящий этот генерализованный тормоз («интердикцию I»), вызывая имитацию на себя, т. е. провоцируя ту деятельность, которая служит тормозной доминантой для действия «интердикция I». Однако это не может мыслиться просто как движение по кругу, как повторение начальной схемы. Это спираль, выход на новый уровень. Так, правдоподобно, что этот новый сигнал сам был полиморфным: звуковым, но не каким-либо отдифференцированным звуком, а любыми издаваемыми звуками, т. е. адресованным звуком вообще. В таком случае его адресованность состояла в том, что он был действенным, только если кто-то осуществлял «интердикцию I». Иначе говоря, мы допускаем гипотезу, что «интердикция II» представляла собою звукоиспускание более или менее генерализованное по физиологической природе и диффузное с точки зрения лингвистической.” ","porshnev2006on"
"interdiction 2: disagreement with prohibition",">>","interdiction 3: prohibition of disagreement","none","Suggestion","preadaptation","hypothesis","no","Porshnev 2006: 580: “The next step [in the development of suggestion – TN] could not be anything else than the denial of disagreement [i.e., the denial of ‘interdiction II’– TN]. A diffused complex of sounds is now split in two parts, whose nature of articulation (or sound production) stands in opposition to each other. Each of the two parts remains highly internally- diffused [fuzzy – TN]. However, they are sufficiently differentiated such that one of them can function as an inhibitory signal, or a signal of interdiction—i.e., a kind of psychological ‘opposite’ in relation to the other part. […] [I]n this process of bifurcation, the ‘opposite’ part has acquired the feature of paralyzing (or inhibiting) the act of ‘interdiction II’—the tool that in the previous stage paralyzed its own inhibitory device ‘interdiction I’. If they wish, they can call it ‘interdiction III’ […] in search of appropriate words [to describe the phenomenon of suggestion – TN], we can use the following three words from the present-day language, in order to explain these three stages of the development of suggestion, although they are not especially precise: ‘it is forbidden’ (interdiction I), ‘it is possible’ (interdiction II) and ‘you must’ (interdiction III). The last option is a ‘prescription’.   Original quote in Russian: “Следующим шагом не могло быть ничто иное, кроме отрицания и этого отрицания. Диффузный комплекс звуков теперь делится на два, составляющих оппозицию друг другу по характеру артикуляции, или звукоиспускания. Каждый из двух остаётся внутри в высокой мере диффузным. Однако дифференциация между ними настолько определённа, что один способен служить тормозной доминантой и сигналом интердикции, т. е. неким физиологическим «наоборот» в отношении другого. […] в этом раздвоении «противная сторона» обрела средство парализовать, затормаживать то самое («интердикцию II»), чем на предыдущем этапе парализовали её собственное тормозящее устройство — «интердикцию I». Если угодно, пусть назовут это средство «интердикция III» […] в поисках поясняющих слов можно было бы обозначить, хотя и неточно, три описанных ступени тремя терминами из современного языка, следовательно, несущими сейчас существенно иной смысл: I «нельзя», II «можно», III «должно». Последнее и есть прескрипция.”  Porshnev 2006: 301: “However, the process of interdiction does not yet belong to the second signaling system.”  Original quote in Russian: “Однако сама по себе интердикция ещё не принадлежит ко второй сигнальной системе.”","porshnev2006on"
"diplasty",">","protolinguistic symbols","","Predicate evolvement","coevolution","hypothesis","no","Porshnev 2006: 597: “Diplasty is a neurological or psychological phenomenon, intrinsic only to humans, whereby two mutually exclusive elements are equated. Using the language of physiology of higher nervous activity, this is a prolongated and stabilized collision of two opposite neurological processes, i.e., excitation and inhibition.”  Original quote in Russian: “Дипластия — это неврологический, или психический, присущий только человеку феномен отождествления двух элементов, которые одновременно абсолютно исключают друг друга. На языке физиологии высшей нервной деятельности это затянутая, стабилизированная ситуация «сшибки» двух противоположных нервных процессов, т. е. возбуждения и торможения.” Porshnev 2006: 614: “The emergence of diplasty is sub-logic, the overcoming of diplasty is [a beginning – TN] of formal logic. The overcoming of diplasty can also be defined as a ‘disabsurdification’ of absurd.”  Original quote in Russian: “Создание дипластий — сублогика, преодоление дипластий — формальная логика. Преодоление дипластий можно определить так же, как дезабсурдизацию абсурда.”","porshnev2006on"
"protolinguistic symbols","<=>","onomatopoeia","none","Predicate evolvement","preadaptation","hypothesis","no","Porshnev 2006: 424: “In their throat, yet to become human, they [humans – TN] had gathered the sounds of all animals, before developing their specific, articulate sounds.” Original quote in Russian: “В своём ещё нечеловеческом горле он собрал голоса всех животных раньше, чем обрёл свой специфический членораздельный голос.” Porshnev 2006: 583: “If echolalia was an exchange of the same [phonological – TN] pieces, then a natural resistance to it was a highly-developed ability to phonologically differentiate sounds such that even an insignificant deviation from ‘rules’ could lead to the absence of a phonological understanding—to the idiosyncrasy that is unrepeatable. Either there would be a silence in response to a word or a non-equivalent and, for this matter, incomprehensible sound would follow, which is new to the first partner. This is where the most complex knots of the second signalling system start emerging.”  Original quote in Russian: “Если эхолалия — обмен тождествами, то естественной защитой от неё являлась возникшая способность такой высокой фонологической дифференцировки звуков, которая при малейшем отклонении, «нарушении правил» приводит к фонологическому «непониманию» — к неповторимости. В ответ на слово либо не последует ничего, либо последует нечто не тождественное, тем самым «непонятное», нечто новое для первого партнёра. Вот тут-то уже и завязываются наисложнейшие узлы второй сигнальной системы.”","porshnev2006on"
"onomatopoeia",">>","proto-homonymy","","Predicate evolvement","preadaptation","hypothesis","no","Porshnev 2006: 592: “However, another means was used earlier: if the same sound (“word”) is accompanied by two different movements of the speaker—i.e., by two actions which are clearly differentiated by the addressee—these are considered two different words.”  Original quote in Russian: “Однако гораздо раньше было использовано другое средство: если один и тот же звук («слово») сопровождается двумя явно различными движениями говорящего, т. е. двумя его отчётливо дифференцируемыми адресатом действиями, это уже два разных слова.”  Porshnev 2006: 585: “This is an example of communication through disidentification—through the purposeful destruction of the identity of signs or their similarity. More precisely, if the identification of a signal with an action, of a phoneme with a phoneme, of a name with an object and of a meaning with a meaning serves as a channel of influence, then the destruction of these types of identification or their prohibition becomes a barrier to influence.”  Original quote in Russian: “Это есть общение посредством дезидентификации: посредством специального разрушения тождественности или сходства знаков. Точнее говоря, если идентификация, отождествление (сигнала с действием, фонемы с фонемой, названия с объектом, смысла со смыслом) служит каналом воздействия, то деструкция таких отождествлений или их запрещение служит преградой, барьером воздействию.”","porshnev2006on"
"proto-homonymy",">>","contrasting symbols for their modality: sound modality vs object modality","","Predicate evolvement","preadaptation","hypothesis","no","Porshnev 2006: 596: “How can one imagine the transition from unity [fusion – TN] to opposition? Let’s suppose that much the same as similar groups of sounds were associated with the manipulation of different objects which allowed for the communication of different meanings, similarly, the same object was associated with different groups of sounds. This situation could obviously lead to the ‘mixing’ of words and could, thus, deprive words of certain effects on the nervous system and behaviour. A possible solution to this ‘confusion’ and ‘lack of understanding’ could be constrasting signals according to their modality: i.e., sound modality or object modality. However—and this is on the threshold of a miracle!—having diverged and having become incompatible, they [words – TN] could still functionally replace each other in the same suggestive situation.” Original quote in Russian: “Как же можно представить себе переход от слитности к противопоставлению? Допустим, что как один и тот же звук-комплекс сочетали с манипулированием разными предметами и с помощью этих вещных формантов получали разные слова, так и тот или иной предмет стали сочетать с разными звуками-комплексами. Это могло быть, очевидно, средством «смешивать» слова и тем лишать их определённого действия на нервную систему и поведение. Из возникающей при этом «путаницы» и «непонятности», может быть, выходом и явилось противопоставление сигналов по их модальности: либо звуковой, либо предметный. Однако — вот порог чуда! — разойдясь, став несовместимыми, они функционально могли по-прежнему подменять друг друга в одной и той же суггестивной ситуации.”","porshnev2006on"
"contrasting symbols for their modality: sound modality vs object modality",">>","triplasty","","Predicate evolvement","preadaptation","hypothesis","no","Porshnev 2006: 616: “As we remember, in a diplasty condition, it is not possible to identify which one of its two elements is a ‘signifier’ or a ‘signified’: they both have this role interchangeably. It is a different matter with triplasty where in relation to one element—common to the two displasties, glued together—the two other elements are in relation of arbitrary interchangeability or equivalence. Nothing can be mixed here: it is they that are the “signs” of this first element, for they are different from each other, and this feature indicates that the substance of each of them is completely indifferent to [detached from – TN] the substance of this first element and is not connected with it in any way, and it is precisely this kind of “unmotivatedness” that is essential for the definition of a ‘sign’.” Original quote in Russian: “Как мы помним, в дипластии, как таковой, нельзя определить, какой из двух элементов является «знаком», какой «обозначаемым»: они взаимно играют эти роли. Иное дело в трипластии, где по отношению к одному элементу, общему для двух слипшихся дипластий, два других элемента оказываются в отношении произвольной взаимозаменимости или эквивалентности. Тут уж не смешаешь: именно они и являются «знаками» этого первого элемента, ибо они различны между собой, и это свидетельствует, что субстанция каждого из них совершенно безразлична к субстанции первого, ничем с нею не связана, а ведь именно такая «немотивированность» и существенна для определения «знака».” Porshnev 2006: 617: “The interchangeability of two ‘words’ [synonymy – TN] lays the foundation of meaning: the latter, as already mentioned, is their invariant—something that remains constant during their exchange, or during their translation, or, in other words, during the annihilation of their differences; this constant remainder is precisely something that stands between the ‘sign’ and the ‘referent’ (the denotated object), whose nature is currently studied by linguists, semioticians and logicians. Original quote in Russian: “Взаимозаменимость двух «слов» образует основу «значения»: последнее, как уже говорилось, есть их инвариант, т. е. то, что остаётся неизменным при их обмене, переводе, иными словами, при аннигиляции их различий; этот неразменный остаток как раз и есть нечто, стоящее между «знаком» и «денотатом» (обозначаемым объектом), и над природой чего ныне работают лингвисты, семиотики и логики.”","porshnev2006on"
"triplasty",">>","tetraplasty","","Predicate evolvement","preadaptation","hypothesis","no","Porshnev 2006: 618: “The next step can be imagined as the combination of two triplasty and the emergence of tetraplasty. This is a deep transformation of sub-logic into logic: obviously, there are signs and denoted objects, connected through meanings and elementary concepts.” Original quote: “Следующий шаг можно представить как соединение двух трипластий и образование тетрапластии […]. Это более глубокий вход из сублогики в логику: налицо ряд знаков и ряд обозначаемых предметов, связанных через значения и элементарные понятия.”  Porshnev 2006: 619: “In tetraplasty, there are two types of diplasty: one displasty connects two signs and the other connects each sign to its referent [the denotated object – TN] (there can also be a third type of displasty, which is formed by the combination of meaning and a concept). Their features are slightly different, but it is important to emphasize that both types fall into the definition of displasty—they both display equivalence and difference, as well coupling and isolation.” Original quote: “В тетрапластии налицо двоякого рода дипластии: соединяющие два знака и соединяющие каждый знак с денотатом (может быть третий род — соединение значения с понятием). Их отличают некоторые особенности, однако здесь важнее подчеркнуть, что и то и другое вполне отвечает понятию дипластии, т. е. наличию как тождества, так и различия, как сцепления, так и обособления.”","porshnev2006on"
"tetraplasty",">>","predicate","","Predicate evolvement","preadaptation","hypothesis","no","Porshnev 2006: 618: “This is a deep transformation of sub-logic into logic: obviously, there are signs and denoted objects, connected through meanings and elementary concepts.” Original quote: “Это более глубокий вход из сублогики в логику: налицо ряд знаков и ряд обозначаемых предметов, связанных через значения и элементарные понятия.”","porshnev2006on"
"protolinguistic symbols","/>","taboo","","Protosymbols","preadaptation","hypothesis","no","Porshnev 2006:  594: “Because all these objects involve the feelings of holiness, magic, sorcery and, at the same time, the state of neurosis, it is easy to assume that fetishes, totems and taboo-objects emerged as the symbols [signs – TN] that inhibited or excited shouts, commands, and etc., which were related to the context. However, in order to become full signs for these sounds, these objects would have to acquire the paired (or broad) interchangeability or equivalence in relation to each other, in their current role.”  Original quote: “Поскольку все такие предметы ныне несут оттенок святости, волшебства, магии, а вместе с тем и невроза, мы легко допускаем, что фетиши, тотемы, предметы-табу действительно возникли как знаки, в частности тормозящие и растормаживающие, каких-либо сопряжённых окриков, команд и т. п. Однако, чтобы быть в полном смысле знаками этих звуков, предметы должны были бы обрести ещё в данной функции и парную (или более широкую) взаимозаменимость или эквивалентность между собой.”","porshnev2006on"
